COMM_NAME,COMM_CODE,COMM_WT,BASE Price,WT_INDX042012,WT_INDX052012,WT_INDX062012,WT_INDX072012,WT_INDX082012,WT_INDX092012,WT_INDX102012,WT_INDX112012,WT_INDX122012,WT_INDX012013,WT_INDX022013,WT_INDX032013,WT_INDX042013,WT_INDX052013,WT_INDX062013,WT_INDX072013,WT_INDX082013,WT_INDX092013,WT_INDX102013,WT_INDX112013,WT_INDX122013,WT_INDX012014,WT_INDX022014,WT_INDX032014,WT_INDX042014,WT_INDX052014,WT_INDX062014,WT_INDX072014,WT_INDX082014,WT_INDX092014,WT_INDX102014,WT_INDX112014,WT_INDX122014,WT_INDX012015,WT_INDX022015,WT_INDX032015,WT_INDX042015,WT_INDX052015,WT_INDX062015,WT_INDX072015,WT_INDX082015,WT_INDX092015,WT_INDX102015,WT_INDX112015,WT_INDX122015,WT_INDX012016,WT_INDX022016,WT_INDX032016,WT_INDX042016,WT_INDX052016,WT_INDX062016,WT_INDX072016,WT_INDX082016,WT_INDX092016,WT_INDX102016,WT_INDX112016,WT_INDX122016,WT_INDX012017,WT_INDX022017,WT_INDX032017,WT_INDX042017,WT_INDX052017,WT_INDX062017,WT_INDX072017,WT_INDX082017,WT_INDX092017,WT_INDX102017,WT_INDX112017,WT_INDX122017,WT_INDX012018,WT_INDX022018,WT_INDX032018,WT_INDX042018,WT_INDX052018,WT_INDX062018,WT_INDX072018,WT_INDX082018,WT_INDX092018,WT_INDX102018,WT_INDX112018,WT_INDX122018,WT_INDX012019,WT_INDX022019,WT_INDX032019,WT_INDX042019,WT_INDX052019,WT_INDX062019,WT_INDX072019,WT_INDX082019,WT_INDX092019,WT_INDX102019,WT_INDX112019,WT_INDX122019,WT_INDX012020,WT_INDX022020,WT_INDX032020,WT_INDX042020,WT_INDX052020,WT_INDX062020,WT_INDX072020,WT_INDX082020,WT_INDX092020,WT_INDX102020,WT_INDX112020,WT_INDX122020,WT_INDX012021,WT_INDX022021,WT_INDX032021,WT_INDX042021,WT_INDX052021,WT_INDX062021,WT_INDX072021,WT_INDX082021,WT_INDX092021,WT_INDX102021,WT_INDX112021,WT_INDX122021,WT_INDX012022,WT_INDX022022,WT_INDX032022,WT_INDX042022,WT_INDX052022,WT_INDX062022,WT_INDX072022,WT_INDX082022,WT_INDX092022,WT_INDX102022,WT_INDX112022,WT_INDX122022,WT_INDX012023,WT_INDX022023,WT_INDX032023,WT_INDX042023,WT_INDX052023,WT_INDX062023,WT_INDX072023,WT_INDX082023,WT_INDX092023,WT_INDX102023
Jasmine,1102040002,0.03063,71.4,0.03063,0.032474664,0.027627059,0.032903655,0.030973193,0.032260168,0.032217269,0.047060378,0.070612017,0.054996723,0.078419664,0.047446471,0.038823739,0.031616681,0.036292689,0.037622563,0.050106218,0.049591429,0.051135798,0.056927185,0.085455126,0.08729979,0.078762857,0.057956765,0.044529328,0.035177311,0.03470542,0.043242353,0.056455294,0.047317773,0.054439034,0.064520336,0.079492143,0.081637101,0.06790937,0.04851895,0.032560462,0.028828235,0.03217437,0.037193571,0.043928739,0.051393193,0.053323655,0.078248067,0.088286471,0.087857479,0.088801261,0.049763025,0.046802983,0.036936176,0.038866639,0.042041176,0.052765966,0.05821416,0.055425714,0.058986345,0.07811937,0.100298235,0.097895882,0.068467059,0.065635714,0.044100336,0.039982017,0.043113655,0.053924244,0.057742269,0.059586933,0.077261387,0.107033403,0.102486092,0.095064538,0.062632773,0.055597311,0.044658025,0.042298571,0.045773403,0.054524832,0.059930126,0.062461176,0.084768739,0.104502353,0.103043782,0.076660798,0.076660798,0.090131134,0.085283529,0.075245126,0.081765798,0.111494916,0.090603025,0.139336471,0.203299118,0.279831218,0.271337185,0.21543958,0.162244622,0.163960588,0.135990336,0.166706134,0.15979937,0.166834832,0.139164874,0.13680542,0.160957647,0.18275042,0.217841933,0.165290462,0.117071807,0.098153277,0.058986345,0.079406345,0.108148782,0.136934118,0.132258109,0.134360168,0.165075966,0.269621218,0.286652185,0.239892101,0.206645252,0.141695924,0.107462395,0.114926849,0.133974076,0.146243235,0.136376429,0.17816021,0.184337689,0.252289958,0.274769118,0.239377311,0.202784328,0.157997605,0.143755084,0.108792269,0.131357227,0.155595252,0.176272647,0.21338042
Chromite,1103010002,0.02645,93.9,0.02645,0.027548562,0.027548562,0.027379553,0.027069702,0.023492332,0.023943024,0.023943024,0.023717678,0.023238818,0.023182481,0.026534505,0.026731683,0.025407774,0.025013419,0.024844409,0.019605112,0.019717785,0.020421991,0.020985357,0.020844515,0.020027636,0.019914963,0.019858626,0.020252982,0.020027636,0.02045016,0.021802236,0.020478328,0.020168477,0.020591001,0.020421991,0.020112141,0.0217459,0.020957188,0.019605112,0.019464271,0.020393823,0.022168424,0.024421885,0.022985304,0.022703621,0.022450106,0.02239377,0.021013525,0.020591001,0.018365708,0.018647391,0.018760064,0.017886848,0.01850655,0.018647391,0.018450213,0.017605165,0.018872737,0.023464164,0.029576677,0.029125985,0.027689404,0.027379553,0.027576731,0.03033722,0.025435942,0.019323429,0.018872737,0.018788232,0.020478328,0.019013578,0.018591054,0.020957188,0.02028115,0.023097977,0.021914909,0.021351544,0.021520554,0.022055751,0.021267039,0.021830405,0.022478275,0.022450106,0.021041693,0.020731842,0.021351544,0.020985357,0.020900852,0.020534665,0.020506496,0.020506496,0.020393823,0.020196645,0.021436049,0.021351544,0.020703674,0.020112141,0.020478328,0.019267093,0.019069915,0.018422045,0.019069915,0.019013578,0.020703674,0.022619116,0.023323323,0.022421938,0.024534558,0.024534558,0.026534505,0.029717519,0.030844249,0.029069649,0.033182215,0.034477955,0.03521033,0.035153994,0.034477955,0.035351171,0.035323003,0.033294888,0.031886475,0.03439345,0.037069436,0.035632854,0.035041321,0.031858307,0.030844249,0.031125932,0.030478062,0.031069595,0.031238605,0.028647125,0.028844302,0.029323163,0.030787913,0.027689404,0.028928807,0.029633014,0.031914643,0.040055272,0.044674867
Limestone,1103020002,0.06947,118.2,0.06947,0.06947,0.068588401,0.076581565,0.077345618,0.076405245,0.079285135,0.079402682,0.081812386,0.082165025,0.082576438,0.078521083,0.082517665,0.086220381,0.087454619,0.088159898,0.087866032,0.087454619,0.090393283,0.08674934,0.083575584,0.088806404,0.09268544,0.089688003,0.092567893,0.088159898,0.087748486,0.089217817,0.09303808,0.089159044,0.088923951,0.088630085,0.093390719,0.089923096,0.092920533,0.089511684,0.092920533,0.094801277,0.093743359,0.092391574,0.096799569,0.098739086,0.09556533,0.09556533,0.100267191,0.098562766,0.099503139,0.100267191,0.101207563,0.101383883,0.107319983,0.10996478,0.106614704,0.106967343,0.106967343,0.117546531,0.117605305,0.117311438,0.117311438,0.117311438,0.117311438,0.121778206,0.135237284,0.136706616,0.13030033,0.13030033,0.13030033,0.13030033,0.13030033,0.136353976,0.140409332,0.143347995,0.146756844,0.144112047,0.149342868,0.149871827,0.146462978,0.142113756,0.141702343,0.146227885,0.144993646,0.141937437,0.140644425,0.142642716,0.125774788,0.127361667,0.131534569,0.133415313,0.129007318,0.124775643,0.13047665,0.131181929,0.135237284,0.132357394,0.137000482,0.133238993,0.130006464,0.123188765,0.120720288,0.132004755,0.129066091,0.114960508,0.114960508,0.125892335,0.131005609,0.134414459,0.130770516,0.135178511,0.134120592,0.136001337,0.132886354,0.132886354,0.132886354,0.132886354,0.130006464,0.130006464,0.132886354,0.132886354,0.132886354,0.135531151,0.130006464,0.132886354,0.132886354,0.132886354,0.137705761,0.137705761,0.137411895,0.135472377,0.135472377,0.139410186,0.135296058,0.133591633,0.139997919,0.13911632,0.134825871,0.139175093,0.141232157,0.144229594,0.141584797
Crude Petroleum,1104000001,1.94537,114.4,1.94537,1.850142098,1.642681311,1.736208715,1.911360035,1.890954056,1.805929143,1.83823861,1.846741101,1.875649572,1.911360035,1.855243593,1.751513199,1.758315192,1.865446582,1.892654554,2.151130288,2.151130288,2.115419825,2.08140986,2.072907369,2.021892421,2.026993916,2.003186941,2.020191923,2.020191923,2.020191923,2.020191923,1.919862526,1.834837614,1.66308729,1.510042448,1.20565326,0.960781512,1.129130839,1.112125857,1.169942797,1.265170699,1.258368706,1.181846285,1.030501941,1.052608418,1.052608418,1.013496958,0.891061084,0.780528698,0.814538663,0.909766565,0.957380516,1.039004432,1.073014397,1.04070493,1.05090792,1.052608418,1.074714895,1.052608418,1.159739808,1.193749773,1.190348776,1.13763333,1.084917885,1.049207421,0.935274038,0.945477028,0.979486993,1.016897955,1.117227351,1.197150769,1.20565326,1.24476472,1.234561731,1.256668208,1.368901093,1.516844441,1.493037465,1.503240455,1.503240455,1.588265367,1.676691276,1.416515044,1.222658243,1.251566713,1.321287142,1.334891128,1.397809563,1.389307072,1.277074187,1.28387618,1.248165717,1.280475184,1.222658243,1.28387618,1.331490131,1.302581661,1.183546783,0.814538663,0.576468907,0.746518733,0.955680017,1.030501941,1.056009414,0.960781512,0.953979519,1.028801442,1.168242299,1.268571696,1.414814545,1.499839458,1.511742946,1.554255402,1.705599747,1.736208715,1.651183802,1.722604729,1.972577972,1.897756049,1.768518182,2.037196906,2.195343243,2.75310667,2.504833925,2.776913645,2.950364467,2.756507666,2.486128444,2.276967159,2.57795535,2.540544388,2.156231783,2.139226801,1.970877474,2.105216836,2.268464668,2.026993916,1.986181958,2.127323313,2.259962177,2.523539406,2.450417981
LPG,1202000001,0.64481,111.1,0.64481,0.616951422,0.590253618,0.565296976,0.533375689,0.575163555,0.656417741,0.659319676,0.673248965,0.67034703,0.674409739,0.648872709,0.645390387,0.609986778,0.580967426,0.603022133,0.631461098,0.669186256,0.711554509,0.679052835,0.718519154,0.856651269,0.791647921,0.759726634,0.696464446,0.659900063,0.647131548,0.658158902,0.656998128,0.643649226,0.62913955,0.61927297,0.543822655,0.527571818,0.46256847,0.465470405,0.471274275,0.467791953,0.475336985,0.456764599,0.440513762,0.423682538,0.397565122,0.416717894,0.459666535,0.491587822,0.434129505,0.405110153,0.388278929,0.399306283,0.413815959,0.407431701,0.370286931,0.355196868,0.369706544,0.400467057,0.439352988,0.440513762,0.484623177,0.543242268,0.534536463,0.471854662,0.416717894,0.408592475,0.385376994,0.432968731,0.467791953,0.529893366,0.532214914,0.528152205,0.525830657,0.49390937,0.470113501,0.46837234,0.500874014,0.537438398,0.562975428,0.578065491,0.614629874,0.652935419,0.568779298,0.488685887,0.470113501,0.498552466,0.522348335,0.53105414,0.53511685,0.456764599,0.40569054,0.418459055,0.425423699,0.477078146,0.485203564,0.498552466,0.572842007,0.557751944,0.516544464,0.378992736,0.428325635,0.430647183,0.430647183,0.431807957,0.438192214,0.46256847,0.495650531,0.511901368,0.580967426,0.618112196,0.627398389,0.608245617,0.562975428,0.594896715,0.637845356,0.66628432,0.673829352,0.770753987,0.794549856,0.762628569,0.733609217,0.771914761,0.868839397,0.898439136,0.851427786,0.785263663,0.763789343,0.722581863,0.706331026,0.667445095,0.677311674,0.699366382,0.681374383,0.797451791,0.777718632,0.679633222,0.661641224,0.622755293,0.580387039,0.598959424,0.677892061
Kerosene,1202000003,0.18685,107,0.18685,0.187373879,0.186151495,0.181261963,0.183357477,0.189469393,0.191041028,0.187373879,0.18685,0.186326121,0.187723131,0.190342523,0.186151495,0.18230972,0.181960467,0.186151495,0.19051715,0.19505743,0.196803692,0.193485794,0.194009673,0.195406682,0.193311168,0.194184299,0.191564907,0.190691776,0.189469393,0.189818645,0.189644019,0.189294766,0.187024626,0.181611215,0.17864257,0.168339626,0.156639673,0.156639673,0.161354579,0.162576963,0.167990374,0.165370981,0.158560561,0.15175014,0.155242664,0.154893411,0.154194907,0.14581285,0.13533528,0.139351682,0.144765093,0.145638224,0.151575514,0.157338178,0.156290421,0.156465047,0.16222771,0.171308271,0.172530654,0.182484346,0.187548505,0.187897757,0.185627617,0.189818645,0.190167897,0.189993271,0.195581308,0.202740981,0.208678271,0.210424533,0.215663318,0.218981215,0.228236402,0.23242743,0.236094579,0.246048271,0.25704972,0.25792285,0.263510888,0.267701916,0.279227243,0.288831682,0.280100374,0.266304907,0.269273551,0.282195888,0.286736168,0.292498832,0.295467477,0.289530187,0.297213738,0.29896,0.306643551,0.306119673,0.30943757,0.316073364,0.319216636,0.302976402,0.206408131,0.097441402,0.111935374,0.197851449,0.214615561,0.208678271,0.187548505,0.198026075,0.212345421,0.248143785,0.268924299,0.296340607,0.309088318,0.310310701,0.333885234,0.350823972,0.363397056,0.34907771,0.368111963,0.435866916,0.424516215,0.404608832,0.46345785,0.536102336,0.674406262,0.697980794,0.740938832,0.869812944,0.750717897,0.715268785,0.679470421,0.704267336,0.699028551,0.626034813,0.64576757,0.633369112,0.565264907,0.543436636,0.496636822,0.498208458,0.545357523,0.644545187,0.686106215
Naphtha,1202000006,0.86678,118,0.86678,0.832255712,0.727213729,0.685343847,0.766879932,0.85576161,0.811688051,0.805811576,0.813157169,0.824175559,0.840335864,0.847681458,0.784509356,0.731621085,0.776429203,0.830786593,0.868983678,0.966680068,0.906446203,0.913791797,0.949050644,0.952723441,0.924810186,0.918933712,0.892489576,0.910853559,0.889551339,0.927748424,0.900569729,0.859434407,0.811688051,0.690485763,0.620702627,0.566345237,0.467179729,0.545777576,0.528882712,0.592054814,0.586178339,0.551654051,0.48774739,0.464976051,0.49803122,0.49876578,0.492154746,0.440001034,0.372421576,0.386378203,0.429717203,0.448815746,0.478198119,0.470117966,0.420902492,0.442939271,0.46571061,0.494358424,0.513456966,0.55238861,0.583240102,0.557530525,0.513456966,0.500969458,0.481870915,0.451753983,0.481870915,0.512722407,0.553857729,0.597931288,0.623640864,0.630986458,0.620702627,0.600869525,0.629517339,0.686812966,0.732355644,0.719868136,0.730886525,0.763941695,0.831521153,0.738232119,0.582505542,0.539901102,0.578832746,0.62804822,0.644208525,0.669918102,0.593523932,0.572956271,0.570752593,0.551654051,0.592789373,0.599400407,0.646412203,0.664776186,0.61776439,0.532555508,0.270317831,0.20567661,0.389316441,0.490685627,0.502438576,0.49876578,0.495092983,0.476729,0.500969458,0.580301864,0.633924695,0.697096797,0.677998254,0.703707831,0.728682847,0.80140422,0.81242261,0.768349051,0.872656475,0.933624898,0.869718237,0.904977085,0.97476022,1.161338288,1.113591932,1.085678678,1.058499983,1.019568339,0.982840373,0.910853559,0.930686661,0.965210949,0.935094017,0.880002068,1.032055847,1.060703661,0.953458,0.918199153,0.85576161,0.799935102,0.916730034,0.97549478,1.000469797
(C). ELECTRICITY,1203000000,3.06409,97.4,3.06409,3.171050021,3.224530031,3.20250885,3.098694713,3.06409,3.189925318,3.196217084,3.186779435,3.28744769,3.164758255,3.089257064,3.180487669,3.177341786,3.193071201,3.218238265,3.243405329,3.290593573,3.249697094,3.243405329,3.322052402,3.328344168,3.331490051,3.347219466,3.334635934,3.230821797,3.205654733,3.230821797,3.337781817,3.300031222,3.281155924,3.350365349,3.410137125,3.432158306,3.391261828,3.381824179,3.397553593,3.337781817,3.331490051,3.350365349,3.315760637,3.344073583,3.243405329,3.28744769,3.300031222,3.331490051,3.25598886,3.237113563,3.180487669,3.215092382,3.23396768,3.230821797,3.246551211,3.265426509,3.268572392,3.331490051,3.3409277,3.39440771,3.378678296,3.230821797,3.249697094,3.23396768,3.208800616,3.208800616,3.164758255,3.337781817,3.337781817,3.230821797,3.221384148,3.303177105,3.315760637,3.315760637,3.300031222,3.482492433,3.447887721,3.447887721,3.441595955,3.535972444,3.535972444,3.438450072,3.482492433,3.482492433,3.403845359,3.375532413,3.375532413,3.482492433,3.406991242,3.406991242,3.482492433,3.460471253,3.460471253,3.460471253,3.708996006,3.708996006,3.668099528,3.583160688,3.583160688,3.303177105,3.177341786,3.177341786,3.252842977,3.312614754,3.312614754,3.693266591,3.677537177,3.677537177,3.699558357,3.495075965,3.495075965,3.309468871,3.089257064,3.089257064,3.347219466,3.671245411,3.671245411,4.136836088,4.256379641,4.256379641,4.146273737,3.844268973,3.844268973,3.976396057,4.206045513,4.209191396,4.294130236,4.423111437,4.810055041,4.967349189,4.961057423,4.929598593,4.794325626,4.668490308,4.618156181,4.353902012,4.253233758,4.221774928,4.250087875,4.309859651,4.482883214
"Chicken/duck, dressed - fresh/frozen",1301010004,0.0109,102.2,0.0109,0.010910665,0.01105998,0.011315949,0.011443933,0.011443933,0.011870548,0.012041194,0.011870548,0.011838552,0.012190509,0.01237182,0.013310372,0.013587671,0.013321037,0.013459687,0.013694325,0.013566341,0.013331703,0.013331703,0.013214384,0.013171722,0.013182387,0.012798434,0.013321037,0.013630333,0.013598337,0.013587671,0.013566341,0.01324638,0.013470352,0.013438356,0.013566341,0.013385029,0.013353033,0.013363699,0.013577006,0.013768982,0.013832975,0.014035616,0.013896967,0.013768982,0.013886301,0.013875636,0.01384364,0.013960959,0.014014286,0.01414227,0.013811644,0.014312916,0.014174266,0.014270254,0.013918297,0.014152935,0.014099609,0.014163601,0.014174266,0.014600881,0.014782192,0.014632877,0.014696869,0.014750196,0.01473953,0.01473953,0.014163601,0.01428092,0.014430235,0.014387573,0.014099609,0.014067613,0.014078278,0.014120939,0.014014286,0.014366243,0.014387573,0.014184932,0.013726321,0.013800978,0.013598337,0.013555675,0.013726321,0.014078278,0.013683659,0.013971624,0.014846184,0.015091487,0.014750196,0.014355577,0.014536888,0.014206262,0.014622211,0.015123483,0.014494227,0.01457955,0.014398239,0.013662329,0.013896967,0.013939628,0.014462231,0.014643542,0.015048826,0.015070157,0.015411448,0.015838063,0.016104697,0.016008708,0.016573973,0.016872603,0.016723288,0.016499315,0.016712622,0.017171233,0.017448532,0.017917808,0.017789824,0.018237769,0.018536399,0.018141781,0.017907143,0.018205773,0.018440411,0.018515068,0.018653718,0.016904599,0.016765949,0.016979256,0.016872603,0.01621135,0.016627299,0.015859393,0.015528767,0.015880724,0.015635421,0.015976712,0.016584638,0.017053914,0.017096575,0.017021918,0.016339335
Soyabean Oil,1301040003,0.34251,108.3,0.34251,0.344723823,0.338714875,0.35895554,0.364331967,0.36686205,0.345988864,0.348518947,0.35041651,0.351365291,0.354527895,0.339979917,0.341877479,0.345040083,0.339979917,0.34251,0.339663657,0.337449834,0.339979917,0.339031136,0.33460349,0.335552271,0.33460349,0.339663657,0.338082355,0.337133573,0.332389668,0.331440886,0.328594543,0.320055512,0.321004294,0.313730305,0.310883961,0.324483158,0.322901856,0.316260388,0.312781524,0.30993518,0.306772576,0.30993518,0.303293712,0.306456316,0.307721357,0.311832742,0.31784169,0.318790471,0.315944127,0.315311607,0.320688033,0.322585596,0.321953075,0.323850637,0.324799418,0.328278283,0.333338449,0.337449834,0.340928698,0.341877479,0.335868532,0.333338449,0.325748199,0.324483158,0.327013241,0.32606446,0.327645762,0.33460349,0.332705928,0.33460349,0.335552271,0.350100249,0.351997812,0.356109197,0.361801884,0.356109197,0.352946593,0.354211634,0.353262853,0.352314072,0.356109197,0.353579114,0.351365291,0.356425457,0.35895554,0.355792936,0.352946593,0.352314072,0.352630332,0.35041651,0.351681551,0.352946593,0.355160416,0.359588061,0.371922216,0.384888892,0.38362385,0.373819778,0.377298643,0.368127091,0.364648227,0.373503518,0.381410028,0.390897839,0.406710859,0.435490554,0.462688947,0.479450748,0.485459695,0.512025568,0.547130471,0.580337812,0.572115042,0.568003657,0.578440249,0.594569529,0.57116626,0.552823158,0.53827518,0.53827518,0.563259751,0.62018662,0.637580942,0.65244518,0.62809313,0.568952438,0.556302022,0.531633712,0.543651607,0.573696343,0.551874377,0.542386565,0.518034515,0.477869446,0.466800332,0.433276731,0.410822244,0.425053961,0.42442144,0.404813296,0.392795402
Castor Oil,1301040006,0.02955,91.8,0.02955,0.028455556,0.028198039,0.029389052,0.030869771,0.031062908,0.030708824,0.02955,0.030193791,0.03025817,0.030065033,0.030419118,0.030580065,0.030032843,0.030032843,0.029871895,0.029968464,0.030354739,0.030097222,0.031095098,0.033316176,0.033123039,0.033412745,0.033541503,0.03309085,0.032318301,0.033670261,0.033927778,0.032897712,0.033509314,0.033348366,0.03444281,0.034861275,0.033670261,0.032736765,0.030837582,0.030708824,0.031416993,0.031513562,0.032640196,0.032286111,0.033316176,0.032865523,0.032511438,0.031545752,0.030451307,0.02884183,0.028230229,0.02887402,0.029131536,0.029163725,0.030065033,0.030644444,0.031481373,0.031610131,0.031706699,0.031706699,0.031803268,0.032060784,0.032286111,0.033605882,0.033444935,0.033702451,0.034410621,0.034764706,0.034957843,0.034957843,0.034796895,0.035311928,0.034346242,0.034088725,0.034120915,0.033605882,0.033219608,0.033380556,0.034700327,0.03518317,0.035408497,0.037339869,0.038852778,0.038241176,0.038048039,0.038273366,0.038981536,0.040140359,0.040687582,0.04010817,0.040301307,0.040462255,0.03798366,0.035601634,0.035666013,0.035633824,0.034603758,0.033959967,0.034024346,0.034410621,0.033123039,0.033316176,0.034056536,0.034668137,0.034957843,0.036438562,0.037114542,0.036792647,0.037533007,0.038273366,0.03801585,0.040687582,0.040462255,0.041653268,0.042683333,0.045516013,0.045387255,0.047028922,0.046803595,0.04570915,0.046642647,0.048348693,0.049636275,0.052308007,0.054722222,0.054979739,0.054496895,0.05420719,0.054239379,0.05414281,0.052726471,0.053209314,0.053273693,0.051503268,0.050022549,0.048928105,0.047415196,0.047608333,0.048445261,0.048445261,0.049024673,0.048702778
Palm Oil,1301040008,1.01507,112.5,1.01507,1.022288276,1.014167716,1.01507,1.009656293,0.98258776,0.902284444,0.866193067,0.831003973,0.839124533,0.842733671,0.849951947,0.856267938,0.859877076,0.87702048,0.898675307,0.927548409,0.944691813,0.954616942,0.969955778,0.987099182,0.971760347,0.976271769,1.008754009,1.000633449,0.987099182,0.954616942,0.957323796,0.931157547,0.8932616,0.883336471,0.862583929,0.856267938,0.856267938,0.857170222,0.86889992,0.859877076,0.858072507,0.858974791,0.857170222,0.831906258,0.810251431,0.812958284,0.812056,0.809349147,0.804837724,0.82829712,0.861681644,0.895968453,0.914916427,0.912209573,0.897773022,0.927548409,0.951910089,0.932962116,0.929352978,0.960030649,0.980783191,0.977174053,0.963639787,0.955519227,0.94198496,0.942887244,0.94198496,0.934766684,0.95822608,0.969955778,0.99070832,0.999731164,1.00694944,1.024092844,1.065597929,1.100787022,1.11251672,1.121539564,1.097177884,1.064695644,1.071011636,1.066500213,1.019581422,0.985294613,1.001535733,1.018679138,0.995219742,0.991610604,0.973564916,0.960932933,0.947398667,0.964542071,0.994317458,1.007851724,1.044845387,1.148608098,1.246054818,1.224399991,1.198233742,1.157630942,1.132366978,1.171165209,1.189210898,1.232520551,1.253273093,1.290266756,1.36425408,1.454482524,1.504108169,1.568170364,1.662910231,1.76216152,1.847878542,1.753138676,1.763063804,1.777500356,1.748627253,1.740506693,1.731483849,1.703513031,1.710731307,1.820810009,1.958859529,2.051794827,2.104127324,1.985025778,1.818103156,1.769379796,1.587118338,1.549222391,1.533883556,1.470723644,1.47794192,1.481551058,1.481551058,1.477039636,1.441850542,1.3804952,1.369667787,1.361547227,1.318237573,1.314628436
Wheat Bran,1301060003,0.0397,111.6,0.0397,0.039344265,0.038205914,0.038099194,0.040091308,0.041834409,0.042688172,0.045320609,0.046103226,0.046281093,0.04624552,0.045747491,0.04553405,0.045356183,0.044751434,0.042047849,0.04307948,0.043933244,0.045569624,0.048415502,0.048984677,0.049411559,0.049304839,0.049233692,0.048877957,0.049091398,0.047134857,0.045000448,0.045249462,0.046565681,0.048059767,0.049375986,0.050265323,0.052008423,0.051688262,0.051332527,0.050585484,0.049126971,0.047134857,0.045605197,0.046672401,0.048166487,0.049447133,0.050514337,0.051474821,0.052755466,0.053324642,0.053538082,0.053787097,0.054783154,0.053573656,0.052577599,0.053893817,0.054356272,0.054961022,0.058660663,0.060297043,0.059194265,0.057878047,0.056490681,0.055921505,0.054854301,0.053466935,0.052755466,0.052933333,0.052399731,0.052470878,0.053324642,0.05453414,0.057024283,0.057131004,0.057166577,0.056704122,0.056348387,0.054569713,0.054569713,0.054818728,0.054889875,0.054569713,0.057166577,0.060332616,0.061933423,0.062893907,0.063214068,0.062360305,0.062965054,0.062787186,0.063036201,0.06292948,0.062431452,0.063285215,0.064103405,0.066166667,0.069048118,0.068621237,0.06855009,0.0712181,0.065135036,0.061542115,0.058340502,0.056063799,0.054178405,0.056526254,0.05862509,0.058269355,0.060297043,0.060652778,0.059799014,0.062395878,0.064779301,0.061470968,0.056953136,0.057700179,0.059087545,0.061364247,0.064103405,0.064921595,0.06620224,0.067803047,0.068727957,0.069225986,0.068194355,0.065668638,0.066415681,0.068692384,0.068621237,0.071680556,0.075949373,0.079826882,0.08267276,0.078154928,0.076767563,0.077087724,0.077585753,0.075166756,0.073494803,0.072925627,0.07285448,0.07602052
Gram powder (besan),1301060006,0.0959,113.2,0.0959,0.101406625,0.106066078,0.112843463,0.119027827,0.117841784,0.115554417,0.115639134,0.110979682,0.10632023,0.101406625,0.096916608,0.09496811,0.093358481,0.09115583,0.089122615,0.087936572,0.090562809,0.08802129,0.086581095,0.083615989,0.081752208,0.081413339,0.08454788,0.085056184,0.083022968,0.080989753,0.081752208,0.081921643,0.08234523,0.082260512,0.083022968,0.084124293,0.090901678,0.09242659,0.093273763,0.10157606,0.113012898,0.11640159,0.118773675,0.119875,0.122585954,0.128855035,0.125212191,0.128431449,0.124873322,0.120637456,0.122924823,0.134869965,0.145374912,0.159861572,0.186208657,0.184599028,0.186971113,0.210607244,0.21670689,0.207303269,0.176296731,0.155710424,0.147408127,0.146645671,0.147069258,0.147238693,0.142325088,0.145629064,0.154524382,0.150288516,0.139868286,0.130718816,0.120044435,0.115639134,0.111742138,0.110471378,0.106997968,0.106828534,0.115893286,0.121061042,0.116316873,0.118688958,0.123856714,0.125296908,0.121399912,0.120891608,0.119620848,0.122162367,0.124788604,0.125635777,0.123602562,0.124026148,0.122247085,0.122840106,0.123856714,0.122924823,0.123856714,0.12114576,0.119366696,0.122670671,0.123009541,0.120552739,0.121569346,0.124534452,0.134192226,0.138343375,0.139021113,0.135378269,0.130888251,0.131142403,0.133853357,0.136818463,0.141986219,0.136987898,0.134954682,0.138428092,0.142240371,0.140715459,0.138004505,0.134615813,0.134531095,0.134276943,0.134785247,0.136225442,0.134107509,0.132752032,0.133599205,0.134869965,0.134022792,0.134192226,0.134022792,0.134869965,0.135039399,0.134615813,0.136310159,0.136733746,0.135208834,0.136649028,0.136818463,0.145798498,0.155625707,0.15647288
